Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2021,11,Novembre,RP  Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Rubí,Centre de formació professional,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Via pública urbana,Presencial,Delictes,Delictes contra l’honor,Injúria,Orientació política,1,1
2021,8,Agost,RP Girona,ABP Ripollès,Girona,Ripollès,Resta municipis ABP Ripollès,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,2
2021,11,Novembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Altres,Fets diversos,Diligències informatives,Orientació política,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra les institucions de l'Estat i divisió de poders,Orientació política,1,
2021,7,Juliol,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis ABP Solsonès,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,2
2021,11,Novembre,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis ABP Solsonès,Via pública urbana,Presencial,Infracció administrativa,Llei 4/15 de Protecció de seguretat ciutadana,"Reunió, manifestació no comunicada/prohibida instal·lació bàsica",Orientació política,1,
2021,11,Novembre,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Partit polític,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,7,Juliol,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Resta municipis ABP Martorell,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Internet o xarxes socials,Altres,Fets diversos,Diligències informatives,Orientació política,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Sexisme,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Centre de Menors,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,12,Desembre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Empreses de seguretat privada,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,2
2021,12,Desembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,2
2021,12,Desembre,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Presencial,Altres,Fets diversos,Diligències informatives,Orientació política,1,1
2021,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,12,Desembre,RP Girona,ABP Selva Interior,Girona,Selva,Resta municipis ABP Selva Interior,Càmping,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Resta municipis ABP Cerdanyola,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Establiments - Supermercat centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,12,Desembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,12,Desembre,RP Central,ABP Berguedà,Barcelona,Berguedà,Resta municipis ABP Berguedà,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Sexisme,1,1
2021,12,Desembre,RP Central,ABP Berguedà,Barcelona,Berguedà,Resta municipis ABP Berguedà,Partit polític,Presencial,Delictes,Delictes contra la llibertat,Danys,Orientació política,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta municipis ABP Arenys de Mar,Altres espais oberts,Presencial,Delictes,Delictes contra la llibertat,Coaccions,Orientació política,1,
2021,12,Desembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,12,Desembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sant Quirze del Vallès,Establiments - Discoteca,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,12,Desembre,RP Central,ABP Osona,Barcelona,Vic,Vic,Establiments - Restauració - Restaurants Centre comercial,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,3
2021,12,Desembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Orientació política,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,12,Desembre,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Dependències - Administració local,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,LGTBI-fòbia,1,1
2021,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Dependències - Administració estatal,Presencial,Altres,Fets diversos,Diligències informatives,Orientació política,1,
2021,12,Desembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Institut d'Educació,Internet o xarxes socials,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,12,Desembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,1,2
2021,12,Desembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,11,Novembre,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis ABP Solsonès,Descampat Urbà,Presencial,Delictes,Delictes contra la llibertat,Coaccions,Orientació política,1,1
2021,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Calafell,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,12,Desembre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Escola,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Antisemita,1,1
2021,9,Setembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis ABP Tarragonès,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,3
2021,12,Desembre,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Resta municipis ABP Premià de Mar,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,LGTBI-fòbia,1,1
2021,12,Desembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,11,Novembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Garrigues,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,5,Maig,RP Pirineu Occidental,ABP Vall d'Aran - Alta Ribagorça,Lleida,Val d'Aran,Resta municipis ABP Vall d'Aran - Alta Ribagorça,Establiments - Botiga d'alimentació/Begudes,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,12,Desembre,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,8,Agost,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis ABP Solsonès,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2022,1,gener,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Tren RENFE-ADIF estació,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,1,gener,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Vilassar de Mar,Via Pública urbana,Presencial,DELICTES,DEL. CONTRA LA LLIBERTAT SEXUAL,Agressió sexual (víctima menor de 16 anys),LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Via Pública urbana,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,1,gener,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Maltractament d'obra sense lesió (lleu),LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Centre religiós,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Islamofòbia,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Bar_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Assetjament,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Rubí,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces (lleu),LGTBI-fòbia,1,
2022,1,gener,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Depen. Govern Local,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Orientació política,1,
2022,1,gener,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Depen. Govern Local,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,1,gener,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Municipi de Martorell,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb violència i/o intimidació,Discapacitat intel·lectual/mental,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hotel,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,1,gener,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Presencial,ALTRES,FETS VARIS,Diligències informatives,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Partit polític,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Orientació política,1,
2022,1,gener,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Sindicat,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Hab. Altres espais,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta municipis,Empresa general/fàbrica,Int. i/o Xarxes,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra la llib. consciència i sent. religiosos,Antisemita,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra la llib. consciència i sent. religiosos,Antisemita,1,
2022,1,gener,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,1,gener,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,1,gener,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis,Depen. Govern Local,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,LGTBI-fòbia,1,
2022,2,febrer,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,2,febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,2,febrer,RP Camp de Tarragona,ABP Vendrell,Tarragona,Tarragonès,Resta municipis,Bar_COM,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,2,febrer,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Hab. Escala/portal finca/replà,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Discapacitat intel·lectual/mental,1,
2022,2,febrer,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,Baix Llobregat,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,2,febrer,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),LGTBI-fòbia,1,
